0,24.1182,0,0
1,24.1182,0,0
2,24.1182,0,0
3,24.1182,0,0
4,24.1182,0,0
5,24.1182,0,0
6,24.1182,0,0
7,24.1182,0,0
8,24.1182,0,0
9,24.1182,0,0
10,24.1182,0,0
11,24.1182,0,0
12,24.1182,0,0
13,24.1182,0,0
14,24.1182,0,0
15,24.1182,0,0
16,24.1182,0,0
17,24.1182,0,0
18,24.1182,0,0
19,24.1182,0,0
20,24.1182,0,0
21,24.1182,0,0
22,24.1182,0,0
23,24.1182,0,0
24,24.1182,0,0
25,24.1182,0,0
26,24.1182,0,0
27,24.1182,0,0
28,24.1411,0,0
29,24.1182,0,0
30,24.1182,0,0
31,24.1182,0,0
32,24.1182,0,0
33,24.1182,0,0
34,24.1182,0,0
35,24.1182,0,0
36,24.1182,0,0
37,24.1182,0,0
38,24.1182,0,0
39,24.1182,0,0
40,24.1182,0,0
41,24.1182,0,0
42,24.1182,0,0
43,24.1182,0,0
44,24.1182,0,0
45,24.1182,0,0
46,24.1182,0,0
47,24.1182,0,0
48,24.1182,0,0
49,24.1182,0,0
50,24.1411,0,0
51,24.1411,0,0
52,24.1411,0,0
53,24.1182,0,0
54,24.1182,0,0
55,24.1411,0,0
56,24.1411,0,0
57,24.1411,0,0
58,24.1411,0,0
59,24.1411,0,0
60,24.1411,0,0
61,24.1411,0,0
62,24.1411,0,0
63,24.1411,0,0
64,24.1411,0,0
65,24.1411,0,0
66,24.1411,0,0
67,24.1411,0,0
68,24.1411,0,0
69,24.1411,0,0
70,24.1411,0,0
71,24.1411,0,0
72,24.1411,0,0
73,24.1411,0,0
74,24.1411,0,0
75,24.1411,0,0
76,24.1411,0,0
77,24.1411,0,0
78,24.1411,0,0
79,24.1411,0,0
80,24.1411,0,0
81,24.1411,0,0
82,24.1411,0,0
83,24.1411,0,0
84,24.1411,0,0
85,24.1411,0,0
86,24.1411,0,0
87,24.1411,0,0
88,24.1411,0,0
89,24.1411,0,0
90,24.1411,0,0
91,24.1411,0,0
92,24.1411,0,0
93,24.1411,0,0
94,24.1411,0,0
95,24.1411,0,0
96,24.1411,0,0
97,24.1411,0,0
98,24.1411,0,0
99,24.1411,0,0
100,24.1411,0,0
101,24.1411,0,0
102,24.1411,0,0
103,24.1411,0,0
104,24.1411,0,0
105,24.1411,0,0
106,24.1411,0,0
107,24.1411,0,0
108,24.1411,0,0
109,24.1411,0,0
110,24.1411,0,0
111,24.1411,0,0
112,24.1411,0,0
113,24.1411,0,0
114,24.1411,0,0
115,24.1411,0,0
116,24.1411,0,0
117,24.1411,0,0
118,24.1411,0,0
119,24.1411,0,0
120,24.1411,0,0
121,24.1411,0,0
122,24.1411,0,0
123,24.1411,0,0
124,24.1641,0,0
125,24.3702,0,0
126,24.5076,0,0
127,24.6449,0,0
128,24.7823,0,0
129,24.874,0,0
130,24.9656,0,0
131,24.9885,0,0
132,24.8969,0,0
133,25.0573,0,0
134,25.0803,0,0
135,25.0803,0,0
136,25.0573,0,0
137,25.1491,0,0
138,25.1491,0,0
139,25.1491,0,0
140,25.1721,0,0
141,25.1721,0,0
142,25.1721,0,0
143,25.195,0,0
144,25.1721,0,0
145,25.195,0,0
146,25.218,0,0
147,25.1721,0,0
148,25.241,0,0
149,25.241,0,0
150,25.241,0,0
151,25.2639,0,0
152,25.241,0,0
153,25.241,0,0
154,25.218,0,0
155,25.195,0,0
156,25.1491,0,0
157,25.1262,0,0
158,25.1032,0,0
159,25.0803,0,0
160,25.0573,0,0
161,25.0344,0,0
162,25.0115,0,0
163,24.9885,0,0
164,24.9656,0,0
165,24.9427,0,0
166,24.9427,0,0
167,24.9198,0,0
168,24.8969,0,0
169,24.8969,0,0
170,24.874,0,0
171,24.874,0,0
172,24.851,0,0
173,24.8281,0,0
174,24.8281,0,0
175,24.8052,0,0
176,24.8052,0,0
177,24.7823,0,0
178,24.7823,0,0
179,24.7594,0,0
0,0,0,4391.9023
0,0,0.0056,42.2198
0,0,0.0111,27.802
0,0,0.0167,10.5191
0,0,0.0222,3.0947
0,0,0.0278,6.9479
0,0,0.0333,4.0972
0,0,0.0389,1.0764
0,0,0.0444,4.4276
0,0,0.05,4.1229
0,0,0.0556,1.1544
0,0,0.0611,1.7508
0,0,0.0667,2.4922
0,0,0.0722,1.0129
0,0,0.0778,1.2611
0,0,0.0833,2.2317
0,0,0.0889,1.5884
0,0,0.0944,0.3314
0,0,0.1,1.4643
0,0,0.1056,1.3655
0,0,0.1111,0.5173
0,0,0.1167,1.0731
0,0,0.1222,1.286
0,0,0.1278,0.7857
0,0,0.1333,0.6805
0,0,0.1389,1.0124
0,0,0.1444,0.7384
0,0,0.15,0.5186
0,0,0.1556,0.8296
0,0,0.1611,0.7426
0,0,0.1667,0.5862
0,0,0.1722,0.7184
0,0,0.1778,0.644
0,0,0.1833,0.5285
0,0,0.1889,0.5805
0,0,0.1944,0.4857
0,0,0.2,0.462
0,0,0.2056,0.7092
0,0,0.2111,0.5917
0,0,0.2167,0.2271
0,0,0.2222,0.5175
0,0,0.2278,0.7401
0,0,0.2333,0.3522
0,0,0.2389,0.3778
0,0,0.2444,0.8148
0,0,0.25,0.6673
0,0,0.2556,0.1634
0,0,0.2611,0.4363
0,0,0.2667,0.7453
0,0,0.2722,0.5076
0,0,0.2778,0.203
0,0,0.2833,0.4407
0,0,0.2889,0.5031
0,0,0.2944,0.4125
0,0,0.3,0.3513
0,0,0.3056,0.407
0,0,0.3111,0.4816
0,0,0.3167,0.4168
0,0,0.3222,0.2006
0,0,0.3278,0.3927
0,0,0.3333,0.6367
0,0,0.3389,0.5136
0,0,0.3444,0.0851
0,0,0.35,0.3749
0,0,0.3556,0.5168
0,0,0.3611,0.3183
0,0,0.3667,0.2818
0,0,0.3722,0.4515
0,0,0.3778,0.2974
0,0,0.3833,0.2721
0,0,0.3889,0.5678
0,0,0.3944,0.573
0,0,0.4,0.2851
0,0,0.4056,0.2196
0,0,0.4111,0.482
0,0,0.4167,0.4182
0,0,0.4222,0.2717
