0,0,0.4278,0.3486
0,0,0.4333,0.3638
0,0,0.4389,0.2469
0,0,0.4444,0.2093
0,0,0.45,0.3479
0,0,0.4556,0.4246
0,0,0.4611,0.3695
0,0,0.4667,0.1986
0,0,0.4722,0.2253
0,0,0.4778,0.4441
0,0,0.4833,0.4149
0,0,0.4889,0.1368
0,0,0.4944,0.3447
